"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","g.01","sd.u0","sd.u1","sd.e","true_cluster_means","l3a_g.01_bias","l4_g.01_bias","g.exchangeable3_g.01_bias","g.exchangeable4_g.01_bias","g.ar13_g.01_bias","g.ar14_g.01_bias","g.independence3_g.01_bias","g.independence4_g.01_bias","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
100,10,"binary","binary",1,0,0,0,1,0,1,FALSE,-0.074,-0.051,-0.264,-0.031,-0.265,-0.031,-0.262,-0.029,0.944,0.943,0.937,0.939,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,0,0,0,1,0,1,FALSE,-0.036,-0.026,-0.257,-0.013,-0.257,-0.013,-0.256,-0.012,0.959,0.978,0.975,0.969,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,0,0,0,1,0,1,FALSE,-0.014,-0.01,-0.243,-0.002,-0.24,0.001,-0.241,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,0,0,0,1,0,1,FALSE,0.036,0.036,-0.207,0.032,-0.206,0.032,-0.205,0.034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,0,0,0,1,0,1,FALSE,-0.001,-0.016,-0.228,-0.017,-0.227,-0.016,-0.225,-0.013,0.966,0.949,0.951,0.959,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,0,0,0,1,0,1,FALSE,0.008,0.007,-0.224,-0.001,-0.223,0.001,-0.221,0.003,0.952,0.953,0.949,0.951,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,0,0,0,1,0,1,FALSE,-0.02,-0.018,-0.219,0,-0.216,0.004,-0.213,0.007,0.953,0.96,0.928,0.937,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,0,0,0,1,0,1,FALSE,-0.016,-0.017,-0.233,-0.01,-0.229,-0.006,-0.227,-0.004,0.988,0.993,0.969,0.974,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,0,0,0,1,0,1,FALSE,0.023,0.019,-0.215,0.009,-0.207,0.016,-0.205,0.018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,0,0,0,1,0,1,FALSE,0.001,-0.002,-0.241,-0.013,-0.23,-0.001,-0.228,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,0,0,0,1,0,1,FALSE,-0.023,-0.024,-0.023,-0.024,-0.023,-0.025,-0.023,-0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,0,0,0,1,0,1,FALSE,0.012,0.011,0.012,0.011,0.009,0.008,0.012,0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,0,0,0,1,0,1,FALSE,0.006,0.004,0.006,0.004,0.006,0.005,0.006,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,0,0,0,1,0,1,FALSE,0,-0.001,0,-0.001,-0.008,-0.009,0,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,0,0,0,1,0,1,FALSE,-0.036,-0.032,-0.036,-0.032,-0.044,-0.041,-0.036,-0.032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,0,0,0,1,0,1,FALSE,0.012,0.01,0.012,0.01,0.005,0.003,0.012,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,0,1,0,1,FALSE,-0.004,-0.016,-0.243,-0.019,-0.243,-0.018,-0.243,-0.019,0.92,0.891,0.92,0.918,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,0,1,0,1,FALSE,0.018,0.007,-0.239,0.002,-0.238,0.003,-0.239,0.002,0.885,0.861,0.89,0.891,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,0,1,0,1,FALSE,-0.046,-0.03,-0.252,-0.015,-0.251,-0.014,-0.252,-0.016,0.943,0.959,0.932,0.942,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,0,1,0,1,FALSE,-0.005,0.012,-0.225,0.021,-0.224,0.021,-0.224,0.021,0.944,0.975,0.957,0.957,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,0,1,0,1,FALSE,0.01,0.014,-0.225,0.015,-0.226,0.014,-0.226,0.014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,0,1,0,1,FALSE,-0.007,-0.004,-0.245,-0.002,-0.244,-0.001,-0.244,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,0,1,0,1,FALSE,0.017,0.018,-0.198,0.01,-0.197,0.012,-0.196,0.013,0.987,1,0.985,0.987,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,0,1,0,1,FALSE,-0.002,0.003,-0.217,0,-0.216,0.001,-0.214,0.003,0.997,1,0.995,0.997,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,0,1,0,1,FALSE,0.008,-0.001,-0.221,-0.01,-0.216,-0.005,-0.213,-0.004,0.96,0.958,0.959,0.962,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,0,1,0,1,FALSE,0.007,0.005,-0.219,-0.002,-0.215,0.002,-0.212,0.004,0.982,0.987,0.992,0.99,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,0,1,0,1,FALSE,-0.006,-0.009,-0.222,-0.008,-0.213,-0.001,-0.21,0.001,0.993,1,0.921,0.92,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,0,1,0,1,FALSE,-0.005,-0.007,-0.228,-0.012,-0.217,-0.003,-0.215,-0.001,1,1,0.965,0.965,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,0,1,0,1,FALSE,-0.003,-0.002,-0.003,-0.002,-0.001,-0.001,-0.003,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,0,1,0,1,FALSE,0.015,0.013,0.015,0.013,0.016,0.015,0.015,0.013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,0,1,0,1,FALSE,-0.02,-0.019,-0.02,-0.019,-0.019,-0.019,-0.02,-0.019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,0,1,0,1,FALSE,0.017,0.015,0.017,0.015,0.01,0.01,0.017,0.015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,0,1,0,1,FALSE,0.048,0.047,0.048,0.047,0.046,0.047,0.048,0.047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,0,1,0,1,FALSE,0.001,0.002,0.001,0.002,-0.003,-0.004,0.001,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,0,1,0,1,FALSE,0.029,0.023,-0.219,0.018,-0.219,0.021,-0.219,0.018,0.894,0.861,0.908,0.921,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,0,1,0,1,FALSE,0.021,0.005,-0.241,-0.005,-0.242,-0.005,-0.24,-0.005,0.878,0.797,0.87,0.889,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,0,1,0,1,FALSE,-0.023,-0.017,-0.233,-0.004,-0.232,-0.004,-0.234,-0.005,0.916,0.975,0.922,0.936,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,0,1,0,1,FALSE,-0.022,-0.007,-0.242,0.006,-0.243,0.004,-0.243,0.005,0.96,0.998,0.953,0.957,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,0,1,0,1,FALSE,0.003,0.012,-0.232,0.012,-0.232,0.012,-0.233,0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,0,1,0,1,FALSE,0.007,0.007,-0.232,0.009,-0.232,0.009,-0.232,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,0,1,0,1,FALSE,0.031,-0.001,-0.169,-0.002,-0.167,-0.002,-0.167,-0.001,0.991,0.995,0.989,0.991,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,0,1,0,1,FALSE,0.015,-0.001,-0.186,-0.004,-0.184,-0.004,-0.183,-0.003,0.999,0.995,0.998,0.998,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,0,1,0,1,FALSE,0.01,-0.004,-0.194,-0.009,-0.19,-0.005,-0.188,-0.006,0.997,0.963,0.998,0.997,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,0,1,0,1,FALSE,0,0,-0.199,-0.003,-0.195,-0.001,-0.194,0,0.999,0.993,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,0,1,0,1,FALSE,0.01,0.009,-0.194,0.002,-0.187,0.006,-0.185,0.006,0.984,0.749,0.995,0.994,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,0,1,0,1,FALSE,0.007,-0.002,-0.2,-0.007,-0.193,-0.003,-0.191,-0.003,1,0.829,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,0,1,0,1,FALSE,-0.003,-0.003,-0.003,-0.003,-0.002,-0.006,-0.003,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,0,1,0,1,FALSE,0.001,0.002,0.001,0.002,0.002,0,0.001,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,0,1,0,1,FALSE,0.001,0.005,0.001,0.005,0.002,0.01,0.001,0.005,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,0,1,0,1,FALSE,-0.009,-0.007,-0.009,-0.007,-0.008,-0.007,-0.009,-0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,0,1,0,1,FALSE,0.01,0.012,0.01,0.012,0.009,0.01,0.01,0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,0,1,0,1,FALSE,0,-0.003,0,-0.003,-0.001,-0.003,0,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,1,1,0,1,FALSE,-0.483,-0.487,-0.777,-0.569,-0.775,-0.565,-0.777,-0.57,0.971,0.971,0.973,0.974,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,1,1,0,1,FALSE,-0.498,-0.485,-0.785,-0.565,-0.784,-0.565,-0.785,-0.565,0.995,0.995,0.996,0.995,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,1,1,0,1,FALSE,-0.243,-0.261,-0.634,-0.422,-0.633,-0.423,-0.632,-0.42,0.717,0.632,0.8,0.813,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,1,1,0,1,FALSE,-0.275,-0.293,-0.651,-0.436,-0.649,-0.435,-0.65,-0.436,0.678,0.478,0.796,0.79,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,1,1,0,1,FALSE,-0.207,-0.199,-0.54,-0.318,-0.538,-0.317,-0.538,-0.317,1,1,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,1,1,0,1,FALSE,-0.188,-0.182,-0.533,-0.309,-0.527,-0.303,-0.526,-0.302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1,1,0,1,FALSE,-0.149,-0.167,-0.512,-0.299,-0.508,-0.294,-0.504,-0.292,0.997,1,0.994,0.993,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1,1,0,1,FALSE,-0.153,-0.154,-0.527,-0.294,-0.523,-0.29,-0.519,-0.288,1,1,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,1,1,0,1,FALSE,-0.069,-0.081,-0.44,-0.227,-0.433,-0.22,-0.43,-0.218,1,1,0.993,0.994,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,1,1,0,1,FALSE,-0.08,-0.082,-0.452,-0.229,-0.443,-0.221,-0.439,-0.217,1,1,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1,1,0,1,FALSE,-0.033,-0.04,-0.414,-0.2,-0.396,-0.185,-0.391,-0.182,0.59,0.926,0.94,0.93,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1,1,0,1,FALSE,-0.04,-0.043,-0.419,-0.202,-0.402,-0.188,-0.399,-0.185,0.452,0.961,0.978,0.976,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,1,1,0,1,FALSE,-0.479,-0.478,-0.479,-0.478,-0.474,-0.474,-0.479,-0.478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1,1,0,1,FALSE,-0.485,-0.485,-0.485,-0.485,-0.485,-0.485,-0.485,-0.485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,1,1,0,1,FALSE,-0.343,-0.343,-0.343,-0.343,-0.344,-0.343,-0.343,-0.343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1,1,0,1,FALSE,-0.314,-0.315,-0.314,-0.315,-0.317,-0.32,-0.314,-0.315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1,1,0,1,FALSE,-0.185,-0.187,-0.185,-0.187,-0.19,-0.192,-0.185,-0.187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1,1,0,1,FALSE,-0.193,-0.193,-0.193,-0.193,-0.197,-0.196,-0.193,-0.193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1,1,0,1,FALSE,-0.112,-0.135,-0.454,-0.263,-0.454,-0.262,-0.454,-0.264,0.994,0.986,0.993,0.994,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1,1,0,1,FALSE,-0.157,-0.149,-0.489,-0.274,-0.49,-0.274,-0.489,-0.275,0.992,0.999,0.995,0.995,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1,1,0,1,FALSE,-0.039,-0.03,-0.409,-0.185,-0.407,-0.183,-0.408,-0.184,0.916,0.682,0.954,0.953,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,1,1,0,1,FALSE,-0.071,-0.063,-0.431,-0.206,-0.43,-0.207,-0.43,-0.207,0.957,0.543,0.985,0.984,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1,1,0,1,FALSE,-0.087,-0.097,-0.404,-0.195,-0.402,-0.192,-0.401,-0.193,0.98,1,0.915,0.891,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1,1,0,1,FALSE,-0.047,-0.042,-0.387,-0.168,-0.384,-0.166,-0.383,-0.165,1,1,0.935,0.937,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1,1,0,1,FALSE,0.073,0.023,-0.327,-0.14,-0.325,-0.136,-0.32,-0.137,0.992,0.893,0.991,0.989,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1,1,0,1,FALSE,0.025,0.003,-0.351,-0.147,-0.349,-0.145,-0.347,-0.145,0.998,0.807,0.998,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1,1,0,1,FALSE,0.043,0.011,-0.312,-0.131,-0.305,-0.128,-0.302,-0.126,0.997,0.783,0.996,0.996,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1,1,0,1,FALSE,0.023,0.008,-0.34,-0.14,-0.334,-0.136,-0.331,-0.134,1,0.744,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1,1,0,1,FALSE,0.021,0.011,-0.316,-0.128,-0.303,-0.119,-0.3,-0.118,1,0.868,0.992,0.992,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1,1,0,1,FALSE,0,0.001,-0.341,-0.14,-0.33,-0.133,-0.328,-0.132,1,0.911,1,0.999,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1,1,0,1,FALSE,-0.147,-0.146,-0.147,-0.146,-0.149,-0.145,-0.147,-0.146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1,1,0,1,FALSE,-0.145,-0.146,-0.145,-0.146,-0.145,-0.144,-0.145,-0.146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1,1,0,1,FALSE,-0.072,-0.073,-0.072,-0.073,-0.07,-0.072,-0.072,-0.073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1,1,0,1,FALSE,-0.083,-0.084,-0.083,-0.084,-0.088,-0.087,-0.083,-0.084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1,1,0,1,FALSE,-0.026,-0.029,-0.026,-0.029,-0.024,-0.027,-0.026,-0.029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1,1,0,1,FALSE,-0.042,-0.042,-0.042,-0.042,-0.042,-0.04,-0.042,-0.042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,3,1,0,1,FALSE,-1.397,-1.4,-1.812,-1.65,-1.81,-1.648,-1.808,-1.649,0.994,0.999,0.996,0.995,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,3,1,0,1,FALSE,-1.493,-1.5,-1.887,-1.732,-1.887,-1.732,-1.885,-1.732,0.999,1,1,0.998,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,3,1,0,1,FALSE,-0.89,-0.898,-1.379,-1.215,-1.378,-1.217,-1.377,-1.215,0.999,1,0.997,0.998,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,3,1,0,1,FALSE,-0.939,-0.93,-1.418,-1.24,-1.415,-1.238,-1.411,-1.236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,3,1,0,1,FALSE,-0.509,-0.497,-1.051,-0.874,-1.037,-0.861,-1.034,-0.859,0.636,0.592,0.971,0.97,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,3,1,0,1,FALSE,-0.572,-0.571,-1.104,-0.931,-1.09,-0.919,-1.088,-0.917,0.594,0.474,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,3,1,0,1,FALSE,-0.42,-0.441,-1.489,-1.115,-1.478,-1.106,-1.471,-1.101,1,0.991,0.995,0.994,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,3,1,0,1,FALSE,-0.464,-0.467,-1.532,-1.144,-1.526,-1.137,-1.512,-1.127,1,0.997,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,3,1,0,1,FALSE,-0.232,-0.247,-1.143,-0.843,-1.121,-0.825,-1.108,-0.814,1,0.965,0.999,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,3,1,0,1,FALSE,-0.256,-0.259,-1.17,-0.856,-1.152,-0.841,-1.141,-0.831,1,0.988,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,3,1,0,1,FALSE,-0.124,-0.128,-0.912,-0.653,-0.874,-0.623,-0.865,-0.615,0.997,0.741,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,3,1,0,1,FALSE,-0.134,-0.133,-0.935,-0.668,-0.899,-0.638,-0.89,-0.631,1,0.834,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,3,1,0,1,FALSE,-1.451,-1.457,-1.451,-1.457,-1.445,-1.453,-1.451,-1.457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,3,1,0,1,FALSE,-1.467,-1.466,-1.467,-1.466,-1.466,-1.466,-1.467,-1.466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,3,1,0,1,FALSE,-0.973,-0.97,-0.973,-0.97,-0.972,-0.969,-0.973,-0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,3,1,0,1,FALSE,-0.962,-0.962,-0.962,-0.962,-0.956,-0.955,-0.962,-0.962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,3,1,0,1,FALSE,-0.54,-0.54,-0.54,-0.54,-0.535,-0.535,-0.54,-0.54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,3,1,0,1,FALSE,-0.568,-0.567,-0.568,-0.567,-0.574,-0.573,-0.568,-0.567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,3,1,0,1,FALSE,-0.409,-0.414,-0.947,-0.797,-0.948,-0.797,-0.947,-0.806,0.998,0.994,0.998,0.997,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,3,1,0,1,FALSE,-0.425,-0.421,-0.972,-0.814,-0.971,-0.815,-0.97,-0.821,0.999,0.998,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,3,1,0,1,FALSE,-0.177,-0.184,-0.743,-0.586,-0.741,-0.59,-0.741,-0.593,1,0.998,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,3,1,0,1,FALSE,-0.229,-0.228,-0.802,-0.637,-0.799,-0.637,-0.798,-0.642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,3,1,0,1,FALSE,-0.107,-0.121,-0.67,-0.519,-0.662,-0.514,-0.66,-0.518,0.994,0.805,0.997,0.997,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,3,1,0,1,FALSE,-0.102,-0.095,-0.677,-0.503,-0.665,-0.495,-0.661,-0.496,1,0.783,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,3,1,0,1,FALSE,0.303,0.183,-1.071,-0.73,1383892054805.93,951310477420.254,-1.052,-0.719,0.958,0.934,0.977,0.977,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,3,1,0,1,FALSE,0.131,0.081,-1.165,-0.784,-1.156,-0.775,-1.145,-0.769,0.951,0.943,0.987,0.99,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,3,1,0,1,FALSE,0.142,0.099,-0.83,-0.553,508545124806.958,313740882106.117,-0.802,-0.533,0.971,0.911,0.994,0.995,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,3,1,0,1,FALSE,0.04,0.023,-0.915,-0.615,-0.895,-0.599,-0.887,-0.594,0.994,0.916,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,3,1,0,1,FALSE,0.059,0.039,-0.697,-0.468,-0.672,-0.448,-0.666,-0.445,0.997,0.93,0.993,0.991,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,3,1,0,1,FALSE,0.03,0.02,-0.752,-0.506,-0.723,-0.483,-0.716,-0.478,1,0.907,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,3,1,0,1,FALSE,-0.44,-0.442,-0.44,-0.442,-0.44,-0.444,-0.44,-0.442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,3,1,0,1,FALSE,-0.433,-0.434,-0.433,-0.434,-0.432,-0.432,-0.433,-0.434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,3,1,0,1,FALSE,-0.226,-0.228,-0.226,-0.228,-0.224,-0.222,-0.226,-0.228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,3,1,0,1,FALSE,-0.241,-0.238,-0.241,-0.238,-0.238,-0.236,-0.241,-0.238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,3,1,0,1,FALSE,-0.12,-0.118,-0.12,-0.118,-0.12,-0.122,-0.12,-0.118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,3,1,0,1,FALSE,-0.124,-0.125,-0.124,-0.125,-0.122,-0.123,-0.124,-0.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,0,0,0,3,0,1,FALSE,0.164,0.18,-0.746,0.05,-0.747,0.049,-0.744,0.052,0.981,0.977,0.989,0.993,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,0,0,0,3,0,1,FALSE,-0.003,0.027,-0.81,-0.009,-0.806,-0.004,-0.808,-0.007,0.998,0.996,0.999,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,0,0,0,3,0,1,FALSE,0.146,0.213,-0.772,0.026,405355843626.779,-2692289272670.81,-0.768,0.03,0.692,0.668,0.839,0.819,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,0,0,0,3,0,1,FALSE,0.092,0.139,-0.798,0.004,-0.787,0.014,-0.796,0.006,0.675,0.555,0.778,0.769,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,0,0,0,3,0,1,FALSE,-0.059,-0.055,-0.826,-0.028,3.33109834928912e+26,-1.76255342474686e+28,-0.818,-0.02,0.998,1,0.995,0.994,1,1,1,1,1,1,1,1,1,1,1
