"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","g.01","sd.u0","sd.u1","sd.e","true_cluster_means","l3a_g.01_bias","l4_g.01_bias","g.exchangeable3_g.01_bias","g.exchangeable4_g.01_bias","g.ar13_g.01_bias","g.ar14_g.01_bias","g.independence3_g.01_bias","g.independence4_g.01_bias","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
200,20,"binary","binary",1,0,0,0,3,0,1,FALSE,0.116,0.126,-0.734,0.067,9442893345736.59,-40887365190630.2,-0.728,0.073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,0,0,0,3,0,1,FALSE,0.051,0.067,-0.778,0.013,531151292976.413,-340997073735.824,-0.774,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,0,0,0,3,0,1,FALSE,0.008,0.025,-0.794,-0.006,-0.795,-0.008,-0.788,-0.001,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,0,0,0,3,0,1,FALSE,-0.044,-0.05,-0.817,-0.031,32209371447372.8,2605908937673.38,-0.812,-0.026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,0,0,0,3,0,1,FALSE,0.005,0.012,-0.795,-0.002,7310175650662.2,1714948548868.87,-0.791,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,0,0,0,3,0,1,FALSE,-0.012,-0.017,2541846611806.6,743379509349.781,190799179233912,-21429595313342.5,-0.768,0.022,0.864,0.882,0.911,0.901,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,0,0,0,3,0,1,FALSE,-0.111,-0.093,-0.837,-0.044,104986628228097,-45668217288317.9,-0.83,-0.037,0.897,0.919,0.927,0.93,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,0,0,0,3,0,1,FALSE,-0.004,0,-0.004,0,-0.005,-0.005,-0.004,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,0,0,0,3,0,1,FALSE,0.016,0.018,0.016,0.018,0.015,0.015,0.016,0.018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,0,0,0,3,0,1,FALSE,0.015,0.013,0.015,0.013,0.002,0.001,0.015,0.013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,0,0,0,3,0,1,FALSE,-0.032,-0.034,-0.032,-0.034,-0.021,-0.022,-0.032,-0.034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,0,0,0,3,0,1,FALSE,-0.092,-0.092,-0.092,-0.092,-0.121,-0.121,-0.092,-0.092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,0,0,0,3,0,1,FALSE,0.069,0.069,0.069,0.069,0.072,0.071,0.069,0.069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,0,3,0,1,FALSE,0.072,0.093,-0.783,0.01,-0.79,-0.002,-0.782,0.011,0.981,0.967,0.983,0.987,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,0,3,0,1,FALSE,0.082,0.115,-0.776,0.028,-0.772,0.032,-0.776,0.028,0.993,0.986,0.997,0.997,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,0,3,0,1,FALSE,0.162,0.2,-0.765,0.037,-0.781,0.021,-0.763,0.039,0.715,0.699,0.871,0.874,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,0,3,0,1,FALSE,0.086,0.083,-0.811,-0.012,-0.808,-0.009,-0.811,-0.012,0.739,0.64,0.773,0.781,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,0,3,0,1,FALSE,-0.066,-0.056,-0.816,-0.019,90025403951555.7,7.43899798069475e+25,-0.812,-0.015,0.998,0.999,0.988,0.986,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,0,3,0,1,FALSE,-0.059,-0.051,-0.83,-0.025,16515521194539.6,-11116649948729.9,-0.829,-0.024,1,1,0.997,0.996,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,0,3,0,1,FALSE,0.051,0.068,-0.781,0,-0.78,0.002,-0.771,0.009,1,1,0.987,0.988,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,0,3,0,1,FALSE,0.033,0.057,-0.787,-0.003,-0.789,-0.005,-0.779,0.004,1,1,0.997,0.997,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,0,3,0,1,FALSE,0.048,0.046,-0.779,-0.001,14722359794400.5,1915440161342.66,-0.767,0.01,1,0.999,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,0,3,0,1,FALSE,0.021,0.03,-0.798,-0.013,2793543745738.35,-375424245865.234,-0.781,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,0,3,0,1,FALSE,0.062,0.046,742334632187.029,173184244244.712,34088398722380.4,-4258962833923.41,-0.781,0,0.621,0.821,0.812,0.859,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,0,3,0,1,FALSE,0.06,0.054,-0.809,-0.022,9279417080194.73,-2506305242671.15,-0.785,-0.001,0.49,0.83,0.801,0.82,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,0,3,0,1,FALSE,-0.012,-0.012,-0.012,-0.012,-0.007,-0.011,-0.012,-0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,0,3,0,1,FALSE,-0.004,0.002,-0.004,0.002,-0.007,-0.002,-0.004,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,0,3,0,1,FALSE,0.096,0.094,0.096,0.094,0.096,0.094,0.096,0.094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,0,3,0,1,FALSE,-0.036,-0.036,-0.036,-0.036,-0.04,-0.037,-0.036,-0.036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,0,3,0,1,FALSE,-0.05,-0.052,-0.05,-0.052,-0.039,-0.042,-0.05,-0.052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,0,3,0,1,FALSE,-0.021,-0.022,-0.021,-0.022,-0.023,-0.022,-0.021,-0.022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,0,3,0,1,FALSE,0.049,0.043,-0.811,-0.021,-0.816,-0.024,-0.81,-0.021,0.969,0.929,0.971,0.968,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,0,3,0,1,FALSE,0.053,0.062,-0.799,-0.006,-0.798,-0.009,-0.799,-0.006,0.992,0.94,0.992,0.991,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,0,3,0,1,FALSE,0.157,0.182,-0.769,0.033,-0.776,0.033,-0.769,0.033,0.806,0.753,0.876,0.893,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,0,3,0,1,FALSE,0.068,0.084,-0.799,0.002,-0.794,0.007,-0.799,0.002,0.774,0.779,0.848,0.877,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,0,3,0,1,FALSE,0.001,0.001,-0.795,0.009,33684114029078.6,22579218426513.5,-0.793,0.011,0.997,1,0.982,0.967,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,0,3,0,1,FALSE,0.029,0.026,-0.788,0.012,1950838273852.47,1738900086640.66,-0.787,0.013,0.999,1,0.995,0.988,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,0,3,0,1,FALSE,0.117,0.058,-0.745,0.001,-0.744,0.003,-0.736,0.006,0.939,0.95,0.941,0.942,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,0,3,0,1,FALSE,0.08,0.042,-0.757,-0.007,-0.76,-0.007,-0.746,0,0.972,0.976,0.91,0.912,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,0,3,0,1,FALSE,0.047,0.036,-0.759,-0.007,1442852546553.46,98648582733.698,-0.739,0.004,1,0.85,0.926,0.93,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,0,3,0,1,FALSE,0.033,0.033,-0.767,-0.009,-0.774,-0.011,-0.747,0.003,1,0.865,0.928,0.927,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,0,3,0,1,FALSE,0.032,0.029,-0.769,-0.014,2127690975808.98,-137141399947.872,-0.735,0.006,1,0.804,0.979,0.981,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,0,3,0,1,FALSE,0.026,0.023,-0.787,-0.021,-0.809,-0.032,-0.751,0.002,1,0.915,0.995,0.996,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,0,3,0,1,FALSE,-0.018,-0.014,-0.018,-0.014,-0.025,-0.023,-0.018,-0.014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,0,3,0,1,FALSE,0.002,0.009,0.002,0.009,0.002,0.008,0.002,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,0,3,0,1,FALSE,0,-0.004,0,-0.004,-0.001,-0.005,0,-0.004,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,0,3,0,1,FALSE,0.022,0.02,0.022,0.02,0.023,0.021,0.022,0.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,0,3,0,1,FALSE,0.025,0.023,0.025,0.023,0.027,0.025,0.025,0.023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,0,3,0,1,FALSE,-0.018,-0.02,-0.018,-0.02,-0.018,-0.021,-0.018,-0.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,1,3,0,1,FALSE,-0.391,-0.349,-1.53,-0.729,-1.523,-0.728,-1.529,-0.729,0.992,0.988,0.991,0.988,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,1,3,0,1,FALSE,-0.423,-0.403,-1.555,-0.765,-1.552,-0.762,-1.555,-0.766,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,1,3,0,1,FALSE,-0.176,-0.18,-1.454,-0.668,-4437293012286.79,-5827510859726.16,-1.45,-0.663,0.889,0.852,0.952,0.951,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,1,3,0,1,FALSE,-0.237,-0.225,-1.477,-0.684,-1.474,-0.679,-1.477,-0.684,0.954,0.867,0.971,0.964,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,1,3,0,1,FALSE,-0.087,-0.085,-1.361,-0.569,33403997785408.5,-821982549985548544,-1.356,-0.563,0.964,0.987,0.948,0.948,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,1,3,0,1,FALSE,-0.252,-0.243,-1.416,-0.622,33398292575679.3,21734448943887.3,-1.41,-0.616,0.924,0.996,0.905,0.911,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1,3,0,1,FALSE,-0.027,-0.043,-1.37,-0.599,1031464113488.22,239669380328.244,-1.358,-0.589,0.999,1,0.938,0.931,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1,3,0,1,FALSE,-0.108,-0.086,-1.385,-0.606,1198546796971.86,637641035535.775,-1.372,-0.595,0.999,1,0.932,0.94,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,1,3,0,1,FALSE,0.009,0.011,605651794233.227,1112015836668.41,9730347652930.06,2315722902546.36,-1.309,-0.537,0.999,0.993,0.985,0.987,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,1,3,0,1,FALSE,-0.03,-0.023,-1.363,-0.581,-1.378,-0.594,-1.329,-0.551,1,0.999,0.998,0.997,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1,3,0,1,FALSE,0.005,0.005,66663628411.28,341865632.916,23359010052738,7430942470073.5,-1.297,-0.53,0.871,0.761,0.998,0.998,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1,3,0,1,FALSE,0.008,0.006,-1.358,-0.58,2213141815603.62,486999560634.137,-1.307,-0.535,0.909,0.821,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,1,3,0,1,FALSE,-0.462,-0.46,-0.462,-0.46,-0.458,-0.459,-0.462,-0.46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1,3,0,1,FALSE,-0.49,-0.491,-0.49,-0.491,-0.487,-0.486,-0.49,-0.491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,1,3,0,1,FALSE,-0.38,-0.382,-0.38,-0.382,-0.386,-0.387,-0.38,-0.382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1,3,0,1,FALSE,-0.323,-0.324,-0.323,-0.324,-0.319,-0.321,-0.323,-0.324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1,3,0,1,FALSE,-0.216,-0.216,-0.216,-0.216,-0.216,-0.217,-0.216,-0.216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1,3,0,1,FALSE,-0.215,-0.215,-0.215,-0.215,-0.201,-0.202,-0.215,-0.215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1,3,0,1,FALSE,0.054,0.056,-1.366,-0.573,-1.367,-0.567,-1.366,-0.574,0.993,0.985,0.976,0.97,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1,3,0,1,FALSE,-0.058,-0.031,-1.394,-0.6,-1.393,-0.592,-1.394,-0.6,0.999,0.996,0.985,0.986,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1,3,0,1,FALSE,0.044,0.049,-1.339,-0.548,-1.34,-0.544,-1.338,-0.548,0.964,0.867,0.986,0.986,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,1,3,0,1,FALSE,-0.027,-0.03,-1.375,-0.586,-1.373,-0.587,-1.373,-0.585,0.988,0.861,0.997,0.995,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1,3,0,1,FALSE,-0.029,-0.026,-1.35,-0.559,34216329622541.1,16166608601087.4,-1.348,-0.558,0.927,0.991,0.964,0.922,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1,3,0,1,FALSE,-0.009,-0.015,-1.349,-0.554,-248370673173.022,-595804816192.782,-1.347,-0.552,0.874,1,0.941,0.932,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1,3,0,1,FALSE,0.232,0.124,-1.229,-0.495,734455093618.714,414614722548.248,-1.216,-0.488,0.921,0.871,0.949,0.957,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1,3,0,1,FALSE,0.122,0.061,-1.254,-0.511,270892028618.156,-66859188419.788,-1.238,-0.502,0.906,0.837,0.957,0.955,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1,3,0,1,FALSE,0.07,0.044,528879599359.475,102161253062.363,3280514080612.48,2438692252291.78,-1.212,-0.486,0.997,0.821,0.923,0.922,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1,3,0,1,FALSE,0.05,0.039,-1.261,-0.513,520669560017.788,1071599839040.23,-1.228,-0.492,1,0.784,0.904,0.908,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1,3,0,1,FALSE,0.038,0.029,1070278685433.71,19980555909.388,3709881564979,1298480619468.21,-1.198,-0.476,1,0.884,0.952,0.951,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1,3,0,1,FALSE,0.025,0.022,-1.271,-0.517,-1.289,-0.527,-1.222,-0.484,1,0.904,0.931,0.934,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1,3,0,1,FALSE,-0.145,-0.141,-0.145,-0.141,-0.143,-0.145,-0.145,-0.141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1,3,0,1,FALSE,-0.139,-0.135,-0.139,-0.135,-0.14,-0.139,-0.139,-0.135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1,3,0,1,FALSE,-0.046,-0.053,-0.046,-0.053,-0.039,-0.049,-0.046,-0.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1,3,0,1,FALSE,-0.049,-0.047,-0.049,-0.047,-0.042,-0.042,-0.049,-0.047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1,3,0,1,FALSE,-0.053,-0.049,-0.053,-0.049,-0.056,-0.052,-0.053,-0.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1,3,0,1,FALSE,-0.04,-0.04,-0.04,-0.04,-0.04,-0.039,-0.04,-0.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,3,3,0,1,FALSE,-1.225,-1.227,-3.021,-2.253,-3.017,-2.25,-3.019,-2.251,0.96,0.936,0.933,0.934,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,3,3,0,1,FALSE,-1.23,-1.197,-3.023,-2.245,-3.025,-2.25,-3.021,-2.245,0.936,0.933,0.931,0.925,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,3,3,0,1,FALSE,-0.822,-0.823,-2.784,-2.024,-2.766,-2.009,-2.772,-2.013,0.989,0.987,0.967,0.968,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,3,3,0,1,FALSE,-0.792,-0.775,-2.8,-2.021,-2.803,-2.026,-2.789,-2.011,1,0.999,0.99,0.981,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,3,3,0,1,FALSE,-0.328,-0.315,-2.552,-1.789,70675009388352.9,53626598704213.3,-2.528,-1.766,0.942,0.969,0.987,0.987,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,3,3,0,1,FALSE,-0.346,-0.343,-2.586,-1.816,19124446014833.1,4212800985882.39,-2.555,-1.785,0.959,0.992,0.999,0.997,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,3,3,0,1,FALSE,-0.173,-0.228,-2.618,-1.827,5361878426866.24,3659320780637.84,-2.596,-1.808,0.997,0.959,0.949,0.946,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,3,3,0,1,FALSE,-0.264,-0.296,-2.64,-1.844,-2.644,-1.847,-2.612,-1.82,1,0.974,0.944,0.947,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,3,3,0,1,FALSE,-0.112,-0.128,-2.489,-1.71,3165930042508.06,2282502604806.76,-2.437,-1.667,1,0.853,0.92,0.921,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,3,3,0,1,FALSE,-0.173,-0.174,-2.518,-1.733,-2.547,-1.757,-2.458,-1.681,1,0.87,0.91,0.891,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,3,3,0,1,FALSE,-0.063,-0.065,1568414957941.02,977366308362.592,5646519408282.84,3749209113231.7,-2.328,-1.573,0.999,0.786,0.983,0.979,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,3,3,0,1,FALSE,-0.056,-0.051,-2.47,-1.686,-2.538,-1.743,-2.363,-1.593,1,0.916,0.987,0.988,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,3,3,0,1,FALSE,-1.482,-1.485,-1.482,-1.485,-1.491,-1.495,-1.482,-1.485,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,3,3,0,1,FALSE,-1.482,-1.479,-1.482,-1.479,-1.49,-1.487,-1.482,-1.479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,3,3,0,1,FALSE,-0.964,-0.965,-0.964,-0.965,-0.969,-0.97,-0.964,-0.965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,3,3,0,1,FALSE,-1.005,-1.011,-1.005,-1.011,-1.01,-1.015,-1.005,-1.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,3,3,0,1,FALSE,-0.512,-0.514,-0.512,-0.514,-0.507,-0.508,-0.512,-0.514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,3,3,0,1,FALSE,-0.608,-0.609,-0.608,-0.609,-0.607,-0.608,-0.608,-0.609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,3,3,0,1,FALSE,-0.077,-0.1,-2.471,-1.715,-2.473,-1.72,-2.468,-1.715,0.929,0.934,0.94,0.943,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,3,3,0,1,FALSE,-0.073,-0.077,-2.501,-1.734,-2.501,-1.73,-2.497,-1.734,0.909,0.918,0.929,0.933,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,3,3,0,1,FALSE,0.103,0.101,-2.393,-1.627,-2252213433484.55,-1963718340860.99,-2.384,-1.622,0.978,0.969,0.952,0.94,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,3,3,0,1,FALSE,-0.007,0.011,-2.419,-1.649,-2.423,-1.65,-2.415,-1.647,0.992,0.992,0.913,0.908,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,3,3,0,1,FALSE,0.098,0.09,-2.343,-1.578,2516510882984.34,3546369286822.94,-2.329,-1.569,0.976,0.987,0.979,0.976,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,3,3,0,1,FALSE,0.07,0.071,-2.381,-1.613,5491423122472.45,1519663824239.34,-2.366,-1.601,0.998,0.995,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,3,3,0,1,FALSE,0.59,0.411,1979941087944.27,1116067689828.66,7666627028955.49,6035500479127.37,-2.231,-1.496,0.936,0.927,0.95,0.949,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,3,3,0,1,FALSE,0.361,0.239,-2.331,-1.562,536619900076.925,351886703281.476,-2.311,-1.551,0.941,0.955,0.977,0.983,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,3,3,0,1,FALSE,0.253,0.204,1526518630546.11,732875571884.166,13020166545865.5,8787041885551.88,-2.159,-1.438,0.927,0.903,0.949,0.949,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,3,3,0,1,FALSE,0.138,0.101,193208048562.854,152063584570.865,2377815726758.75,1351083146123.05,-2.239,-1.495,0.926,0.884,0.917,0.921,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,3,3,0,1,FALSE,0.091,0.076,1440697096360.03,929897004286.346,11499847166868.4,7353962668828.23,-2.148,-1.423,0.986,0.923,0.926,0.926,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,3,3,0,1,FALSE,0.063,0.053,-2.278,-1.523,919580187234.019,241103273845.814,-2.197,-1.461,1,0.912,0.897,0.905,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,3,3,0,1,FALSE,-0.424,-0.419,-0.424,-0.419,-0.428,-0.424,-0.424,-0.419,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,3,3,0,1,FALSE,-0.44,-0.442,-0.44,-0.442,-0.44,-0.44,-0.44,-0.442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,3,3,0,1,FALSE,-0.28,-0.281,-0.28,-0.281,-0.285,-0.286,-0.28,-0.281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,3,3,0,1,FALSE,-0.263,-0.262,-0.263,-0.262,-0.269,-0.267,-0.263,-0.262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,3,3,0,1,FALSE,-0.155,-0.155,-0.155,-0.155,-0.161,-0.16,-0.155,-0.155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,3,3,0,1,FALSE,-0.11,-0.113,-0.11,-0.113,-0.111,-0.115,-0.11,-0.113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
