"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","g.01","g.10","sd.u0","sd.u1","sd.e","true_cluster_means","l2_g.10_bias","l3a_g.10_bias","l3a_g.01_bias","l4_g.10_bias","l4_g.01_bias","g.exchangeable2_g.10_bias","g.exchangeable3_g.10_bias","g.exchangeable3_g.01_bias","g.exchangeable4_g.10_bias","g.exchangeable4_g.01_bias","g.ar12_g.10_bias","g.ar13_g.10_bias","g.ar13_g.01_bias","g.ar14_g.10_bias","g.ar14_g.01_bias","g.independence2_g.10_bias","g.independence3_g.10_bias","g.independence3_g.01_bias","g.independence4_g.10_bias","g.independence4_g.01_bias","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
200,20,"continuous","continuous",1,3,0,1,1.5,0,0,1,TRUE,-0.002,-0.001,-0.001,-0.001,0,-0.002,-0.001,-0.001,-0.001,0,-0.002,-0.001,-0.001,-0.001,0,0.026,-0.001,-0.001,-0.001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,0,0,0,1.5,1,0,1,TRUE,-0.003,-0.003,NA,-0.003,NA,-0.226,NA,NA,NA,NA,-0.226,NA,NA,NA,NA,-0.232,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
200,5,"binary","binary",1,0,0,0,1.5,1,0,1,TRUE,0.015,0.015,NA,0.015,NA,-0.222,NA,NA,NA,NA,-0.219,NA,NA,NA,NA,-0.219,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
100,20,"binary","binary",1,0,0,0,1.5,1,0,1,TRUE,0.005,0.005,NA,0.005,NA,-0.236,NA,NA,NA,NA,-0.24,NA,NA,NA,NA,-0.242,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
200,20,"binary","binary",1,0,0,0,1.5,1,0,1,TRUE,-0.002,-0.002,NA,-0.002,NA,-0.244,NA,NA,NA,NA,-0.246,NA,NA,NA,NA,-0.245,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
100,5,"continuous","binary",1,0,0,0,1.5,1,0,1,TRUE,0.015,0.015,NA,0.015,NA,-0.222,NA,NA,NA,NA,-0.22,NA,NA,NA,NA,-0.22,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
200,5,"continuous","binary",1,0,0,0,1.5,1,0,1,TRUE,-0.03,-0.03,NA,-0.03,NA,-0.232,NA,NA,NA,NA,-0.234,NA,NA,NA,NA,-0.233,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
100,20,"continuous","binary",1,0,0,0,1.5,1,0,1,TRUE,0.007,0.007,NA,0.007,NA,-0.218,NA,NA,NA,NA,-0.221,NA,NA,NA,NA,-0.22,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
200,20,"continuous","binary",1,0,0,0,1.5,1,0,1,TRUE,-0.009,-0.009,NA,-0.009,NA,-0.237,NA,NA,NA,NA,-0.235,NA,NA,NA,NA,-0.235,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
100,5,"binary","continuous",1,0,0,0,1.5,1,0,1,TRUE,-0.001,-0.001,NA,-0.001,NA,-0.001,NA,NA,NA,NA,0.007,NA,NA,NA,NA,0.008,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
200,5,"binary","continuous",1,0,0,0,1.5,1,0,1,TRUE,-0.003,-0.003,NA,-0.003,NA,-0.003,NA,NA,NA,NA,-0.005,NA,NA,NA,NA,0.002,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
100,20,"binary","continuous",1,0,0,0,1.5,1,0,1,TRUE,-0.007,-0.007,NA,-0.007,NA,-0.007,NA,NA,NA,NA,-0.008,NA,NA,NA,NA,-0.003,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
200,20,"binary","continuous",1,0,0,0,1.5,1,0,1,TRUE,0.003,0.003,NA,0.003,NA,0.003,NA,NA,NA,NA,0.007,NA,NA,NA,NA,0.001,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
100,5,"continuous","continuous",1,0,0,0,1.5,1,0,1,TRUE,-0.004,-0.004,NA,-0.004,NA,-0.004,NA,NA,NA,NA,-0.005,NA,NA,NA,NA,-0.006,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
200,5,"continuous","continuous",1,0,0,0,1.5,1,0,1,TRUE,0,0,NA,0,NA,0,NA,NA,NA,NA,0.001,NA,NA,NA,NA,0.002,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
100,20,"continuous","continuous",1,0,0,0,1.5,1,0,1,TRUE,-0.001,-0.001,NA,-0.001,NA,-0.001,NA,NA,NA,NA,0.001,NA,NA,NA,NA,-0.005,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
200,20,"continuous","continuous",1,0,0,0,1.5,1,0,1,TRUE,0.001,0.001,NA,0.001,NA,0.001,NA,NA,NA,NA,-0.001,NA,NA,NA,NA,0.001,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
100,5,"binary","binary",1,1,0,0,1.5,1,0,1,TRUE,0.026,0.004,0.148,0.004,0.144,-0.224,-0.222,-0.1,-0.222,0.122,-0.223,-0.222,-0.104,-0.222,0.118,-0.204,-0.21,-0.097,-0.21,0.113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,0,1.5,1,0,1,TRUE,0.027,0.008,-0.056,0.008,-0.063,-0.215,-0.216,-0.26,-0.216,-0.044,-0.212,-0.216,-0.266,-0.216,-0.05,-0.214,-0.22,-0.263,-0.22,-0.042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,0,1.5,1,0,1,TRUE,0.024,0.016,0.071,0.016,0.055,-0.233,-0.228,-0.179,-0.228,0.049,-0.229,-0.229,-0.18,-0.229,0.048,-0.218,-0.226,-0.182,-0.226,0.044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,0,1.5,1,0,1,TRUE,0.009,0.003,-0.035,0.003,-0.037,-0.242,-0.239,-0.264,-0.239,-0.025,-0.236,-0.238,-0.267,-0.238,-0.029,-0.23,-0.237,-0.268,-0.237,-0.031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,0,1.5,1,0,1,TRUE,-0.018,-0.015,-0.017,-0.015,-0.003,-0.509,-0.221,-0.226,-0.221,-0.005,-0.507,-0.219,-0.226,-0.219,-0.007,-0.504,-0.215,-0.219,-0.215,-0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,0,1.5,1,0,1,TRUE,-0.021,-0.022,-0.018,-0.022,0.004,-0.513,-0.233,-0.231,-0.233,0.002,-0.514,-0.232,-0.229,-0.232,0.003,-0.516,-0.231,-0.228,-0.231,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,0,1.5,1,0,1,TRUE,0.012,0.011,-0.008,0.011,-0.019,-0.494,-0.207,-0.234,-0.207,-0.026,-0.5,-0.208,-0.227,-0.208,-0.018,-0.493,-0.205,-0.224,-0.205,-0.018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,0,1.5,1,0,1,TRUE,0.004,0.003,-0.012,0.003,-0.015,-0.5,-0.216,-0.24,-0.216,-0.024,-0.5,-0.215,-0.227,-0.215,-0.012,-0.503,-0.215,-0.225,-0.215,-0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,0,1.5,1,0,1,TRUE,0.018,0.018,0.008,0.018,-0.009,0.018,0.018,0.008,0.018,-0.009,0.011,0.011,0.016,0.011,0.006,0.026,0.023,0.009,0.023,-0.014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,0,1.5,1,0,1,TRUE,0.009,0.008,-0.013,0.008,-0.021,0.009,0.008,-0.013,0.008,-0.021,0.012,0.012,-0.016,0.012,-0.029,0.012,0.01,-0.013,0.01,-0.023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,0,1.5,1,0,1,TRUE,-0.006,-0.006,0.13,-0.006,0.136,-0.006,-0.006,0.13,-0.006,0.136,-0.003,-0.003,0.102,-0.003,0.105,-0.012,-0.01,0.13,-0.01,0.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,0,1.5,1,0,1,TRUE,-0.007,-0.007,0.039,-0.007,0.046,-0.007,-0.007,0.039,-0.007,0.046,-0.002,-0.002,0.041,-0.002,0.043,-0.01,-0.01,0.039,-0.01,0.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,1,0,0,1.5,1,0,1,TRUE,0.001,0.002,0.003,0.002,0.001,0.001,0.002,0.003,0.002,0.001,0.005,0.005,0.005,0.005,0,0.013,0.009,0.003,0.009,-0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,1,0,0,1.5,1,0,1,TRUE,0,-0.001,-0.013,-0.001,-0.013,0,-0.001,-0.013,-0.001,-0.013,-0.003,-0.003,-0.015,-0.003,-0.012,0.009,-0.001,-0.013,-0.001,-0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,1,0,0,1.5,1,0,1,TRUE,-0.002,-0.002,0.017,-0.002,0.019,-0.002,-0.002,0.017,-0.002,0.019,-0.003,-0.003,0.022,-0.003,0.025,0,0,0.017,0,0.018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,1,0,0,1.5,1,0,1,TRUE,0,0,-0.001,0,-0.001,0,0,-0.001,0,-0.001,0.001,0.001,0,0.001,-0.001,-0.002,-0.001,-0.001,-0.001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,0,1.5,1,0,1,TRUE,0.041,-0.018,-0.013,-0.018,0.004,-0.234,-0.238,-0.242,-0.238,-0.004,-0.233,-0.238,-0.249,-0.238,-0.011,-0.219,-0.237,-0.241,-0.237,-0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,0,1.5,1,0,1,TRUE,-0.005,-0.054,-0.04,-0.055,0.014,-0.275,-0.274,-0.26,-0.274,0.014,-0.269,-0.27,-0.261,-0.27,0.009,-0.257,-0.268,-0.26,-0.268,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,0,1.5,1,0,1,TRUE,0.043,0.021,0.014,0.021,-0.007,-0.236,-0.226,-0.222,-0.226,0.004,-0.227,-0.224,-0.223,-0.224,0.001,-0.214,-0.227,-0.224,-0.227,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,0,1.5,1,0,1,TRUE,0.032,0.011,-0.037,0.011,-0.047,-0.237,-0.23,-0.271,-0.23,-0.041,-0.228,-0.23,-0.272,-0.23,-0.042,-0.22,-0.235,-0.272,-0.235,-0.037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,0,1.5,1,0,1,TRUE,-0.068,0.045,0.024,0.045,-0.021,-1.002,-0.152,-0.176,-0.152,-0.024,-1.005,-0.151,-0.174,-0.151,-0.023,-1.002,-0.152,-0.176,-0.152,-0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,0,1.5,1,0,1,TRUE,-0.114,-0.013,0.01,-0.013,0.022,-1.018,-0.198,-0.179,-0.198,0.019,-1.017,-0.196,-0.178,-0.196,0.018,-1.027,-0.194,-0.176,-0.194,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,0,1.5,1,0,1,TRUE,-0.01,0.005,-0.002,0.005,-0.007,-1,-0.202,-0.211,-0.202,-0.009,91819373728179.5,-0.198,-0.202,-0.198,-0.004,-1.002,-0.196,-0.2,-0.196,-0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,0,1.5,1,0,1,TRUE,-0.016,0,0.009,0,0.008,-1.006,-0.199,-0.199,-0.199,0,74674261425581.7,-0.194,-0.191,-0.194,0.003,-1.004,-0.194,-0.189,-0.194,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,0,1.5,1,0,1,TRUE,0.009,0.009,-0.026,0.009,-0.035,0.009,0.009,-0.026,0.009,-0.035,0.008,0.008,-0.024,0.008,-0.032,0.014,0.015,-0.026,0.015,-0.041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,0,1.5,1,0,1,TRUE,0.002,0.002,0.001,0.002,-0.002,0.002,0.002,0.001,0.002,-0.002,0.009,0.009,-0.004,0.009,-0.013,-0.003,-0.002,0.001,-0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,0,1.5,1,0,1,TRUE,-0.002,-0.002,0.015,-0.002,0.017,-0.002,-0.002,0.015,-0.002,0.017,-0.002,-0.002,0.021,-0.002,0.022,-0.003,-0.005,0.015,-0.005,0.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,0,1.5,1,0,1,TRUE,0.008,0.008,0.001,0.008,-0.008,0.008,0.008,0.001,0.008,-0.008,0.01,0.01,0.014,0.01,0.004,0.007,0.007,0.001,0.007,-0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,3,0,0,1.5,1,0,1,TRUE,0,0.002,0.001,0.002,-0.001,0,0.002,0.001,0.002,-0.001,0.001,0.002,0.001,0.002,-0.001,-0.016,0.008,0.001,0.008,-0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,3,0,0,1.5,1,0,1,TRUE,0.004,0.004,-0.002,0.004,-0.006,0.004,0.004,-0.002,0.004,-0.006,0.003,0.003,-0.003,0.003,-0.006,-0.016,0.004,-0.002,0.004,-0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,3,0,0,1.5,1,0,1,TRUE,0.003,0.003,0.003,0.003,-0.001,0.003,0.003,0.003,0.003,-0.001,0.004,0.004,0.004,0.004,-0.001,-0.004,0.003,0.003,0.003,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,3,0,0,1.5,1,0,1,TRUE,0,0,-0.003,0,-0.003,0,0,-0.003,0,-0.003,-0.001,-0.001,-0.001,-0.001,-0.001,-0.003,0,-0.003,0,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,1,1.5,1,0,1,TRUE,0.005,-0.011,-0.038,-0.011,-0.027,-0.256,-0.221,-0.407,-0.221,-0.186,-0.269,-0.232,-0.407,-0.232,-0.175,-0.258,-0.224,-0.404,-0.224,-0.18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,1,1.5,1,0,1,TRUE,0.024,0.004,-0.018,0.004,-0.023,-0.237,-0.204,-0.37,-0.204,-0.166,-0.226,-0.196,-0.374,-0.196,-0.179,-0.236,-0.208,-0.372,-0.208,-0.165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,1,1.5,1,0,1,TRUE,-0.001,-0.009,-0.036,-0.009,-0.027,-0.264,-0.23,-0.407,-0.23,-0.176,-0.257,-0.229,-0.4,-0.229,-0.171,-0.257,-0.236,-0.4,-0.236,-0.164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,1,1.5,1,0,1,TRUE,0.004,-0.003,-0.037,-0.003,-0.034,-0.256,-0.22,-0.394,-0.22,-0.173,-0.253,-0.222,-0.399,-0.222,-0.177,-0.246,-0.221,-0.398,-0.221,-0.177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1,1.5,1,0,1,TRUE,0.023,0.047,0.024,0.047,-0.024,-0.721,-0.169,-0.333,-0.169,-0.164,-0.721,-0.169,-0.331,-0.169,-0.162,-0.726,-0.166,-0.33,-0.166,-0.164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1,1.5,1,0,1,TRUE,-0.004,0.014,0.023,0.014,0.009,-0.739,-0.193,-0.322,-0.193,-0.129,-0.739,-0.194,-0.32,-0.194,-0.126,-0.747,-0.192,-0.315,-0.192,-0.123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1,1.5,1,0,1,TRUE,-0.009,-0.005,0.012,-0.005,0.017,-0.742,-0.218,-0.363,-0.218,-0.145,-0.741,-0.212,-0.343,-0.212,-0.131,-0.74,-0.209,-0.337,-0.209,-0.128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1,1.5,1,0,1,TRUE,-0.003,-0.002,-0.005,-0.002,-0.004,-0.732,-0.209,-0.363,-0.209,-0.154,-0.73,-0.206,-0.347,-0.206,-0.141,-0.732,-0.205,-0.344,-0.205,-0.139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,1,1.5,1,0,1,TRUE,-0.002,0,0.027,0,0.027,-0.002,0,0.027,0,0.027,0.005,0.006,0.023,0.006,0.017,-0.005,0.002,0.026,0.002,0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1,1.5,1,0,1,TRUE,0,0,-0.103,0,-0.104,0,0,-0.103,0,-0.104,-0.004,-0.004,-0.115,-0.004,-0.111,-0.002,-0.001,-0.103,-0.001,-0.102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1,1.5,1,0,1,TRUE,-0.007,-0.007,0.025,-0.007,0.032,-0.007,-0.007,0.025,-0.007,0.032,-0.01,-0.01,0.057,-0.01,0.067,-0.006,-0.008,0.024,-0.008,0.032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1,1.5,1,0,1,TRUE,-0.001,-0.001,0,-0.001,0.001,-0.001,-0.001,0,-0.001,0.001,0.001,0.001,-0.011,0.001,-0.012,-0.002,-0.002,0,-0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,1,0,1,1.5,1,0,1,TRUE,0.003,0.003,-0.005,0.003,-0.008,0.003,0.003,-0.005,0.003,-0.008,0.004,0.003,-0.004,0.003,-0.007,-0.013,-0.001,-0.005,-0.001,-0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,1,0,1,1.5,1,0,1,TRUE,0.003,0.002,0.007,0.002,0.005,0.003,0.002,0.007,0.002,0.005,0.003,0.003,0.009,0.003,0.007,-0.006,-0.005,0.007,-0.005,0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,1,0,1,1.5,1,0,1,TRUE,0.003,0.003,0.005,0.003,0.003,0.003,0.003,0.005,0.003,0.003,0.003,0.003,0.005,0.003,0.002,0,0.003,0.005,0.003,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,1,0,1,1.5,1,0,1,TRUE,-0.003,-0.003,0.002,-0.003,0.005,-0.003,-0.003,0.002,-0.003,0.005,-0.003,-0.003,-0.002,-0.003,0.001,-0.005,-0.006,0.002,-0.006,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1,1.5,1,0,1,TRUE,0.071,-0.011,0.043,-0.011,0.054,-0.293,-0.217,-0.312,-0.217,-0.095,-0.269,-0.208,-0.31,-0.208,-0.101,-0.291,-0.227,-0.312,-0.227,-0.085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1,1.5,1,0,1,TRUE,0.065,-0.007,-0.04,-0.007,-0.033,-0.291,-0.217,-0.394,-0.217,-0.177,-0.301,-0.223,-0.39,-0.223,-0.167,-0.281,-0.219,-0.394,-0.219,-0.175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1,1.5,1,0,1,TRUE,0.02,-0.008,-0.031,-0.008,-0.021,-0.305,-0.224,-0.4,-0.224,-0.176,-0.298,-0.221,-0.393,-0.221,-0.172,-0.281,-0.218,-0.39,-0.218,-0.171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1,1.5,1,0,1,TRUE,0.038,0.01,-0.023,0.01,-0.033,-0.289,-0.208,-0.393,-0.208,-0.186,-0.286,-0.208,-0.391,-0.208,-0.183,-0.269,-0.207,-0.391,-0.207,-0.185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1,1.5,1,0,1,TRUE,-0.191,0.031,0.108,0.031,0.076,-1.196,-0.187,-0.263,-0.187,-0.076,-1.199,-0.182,-0.258,-0.182,-0.076,-1.193,-0.182,-0.261,-0.182,-0.079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1,1.5,1,0,1,TRUE,-0.195,0.049,0.091,0.049,0.042,-1.192,-0.159,-0.258,-0.159,-0.099,-1.189,-0.159,-0.258,-0.159,-0.099,-1.189,-0.159,-0.256,-0.159,-0.097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1,1.5,1,0,1,TRUE,-0.027,0.022,0.03,0.022,0.008,-1.184,-0.165,-0.279,-0.165,-0.114,92389943046462.1,-0.161,-0.268,-0.161,-0.107,-1.189,-0.16,-0.265,-0.16,-0.105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1,1.5,1,0,1,TRUE,-0.029,0.025,0.031,0.025,0.006,-1.192,-0.176,-0.304,-0.176,-0.128,14937733544079.3,-0.172,-0.291,-0.172,-0.119,-1.191,-0.17,-0.288,-0.17,-0.118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1,1.5,1,0,1,TRUE,0.036,0.038,0.015,0.038,-0.023,0.036,0.038,0.015,0.038,-0.023,0.038,0.04,0.012,0.04,-0.027,0.054,0.054,0.015,0.054,-0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1,1.5,1,0,1,TRUE,-0.02,-0.019,0.037,-0.019,0.056,-0.02,-0.019,0.037,-0.019,0.056,-0.024,-0.024,0.041,-0.024,0.065,-0.024,-0.019,0.037,-0.019,0.056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1,1.5,1,0,1,TRUE,-0.001,0,0.017,0,0.017,-0.001,0,0.017,0,0.017,-0.001,-0.001,0.017,-0.001,0.018,0,0.004,0.017,0.004,0.013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1,1.5,1,0,1,TRUE,0.002,0.003,0.033,0.003,0.031,0.002,0.003,0.033,0.003,0.031,-0.001,-0.001,0.034,-0.001,0.034,0.017,0.014,0.033,0.014,0.019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,3,0,1,1.5,1,0,1,TRUE,0,-0.001,0.003,-0.001,0.004,0,-0.001,0.003,-0.001,0.004,0.002,0.001,0.003,0.001,0.002,-0.015,-0.006,0.003,-0.006,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,3,0,1,1.5,1,0,1,TRUE,0.001,-0.001,0.005,-0.001,0.006,0.001,-0.001,0.005,-0.001,0.006,0.005,0.003,0.004,0.003,0.002,0.028,-0.006,0.005,-0.006,0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,3,0,1,1.5,1,0,1,TRUE,0.001,0.001,-0.003,0.001,-0.004,0.001,0.001,-0.003,0.001,-0.004,-0.001,-0.001,-0.006,-0.001,-0.005,-0.006,0,-0.003,0,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,3,0,1,1.5,1,0,1,TRUE,-0.002,-0.002,0.005,-0.002,0.007,-0.002,-0.002,0.005,-0.002,0.007,-0.002,-0.002,0.005,-0.002,0.007,0.01,0.001,0.005,0.001,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
